"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Mar 01 22:42:50 CST 2021","Mon Mar 01 22:42:50 CST 2021","0","test_cases.test_italki_login","test_account_operation","TestAdd","","","[case01] 验证app能否正常登录登出",""
