"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 02 17:16:28 CST 2021","Tue Mar 02 17:16:41 CST 2021","13173","test_cases.test_italki_login","test_account_operation","TestAdd","","","[case01] 验证app能否正常登录登出",""
